task,scope,gene_mask,method,program,model,status,n_task_units,expected_task_units,n_comparison_units,comparison_units,n_estimable,all_selected_units_estimable,correlation,correlation_unit_min,correlation_unit_max,mean_rmse,mean_mae,status_counts,selection_scope
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,effector_lymphocyte,scFoundation,adapted,4,4,2,Mono;NK,1,False,,,,0.0353264791871064,0.0170077081192189,"{""constant_predicted_score"": 1, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,effector_lymphocyte,scGPT,adapted,4,4,2,Mono;NK,1,False,,,,0.0334134168629005,0.019150565262076,"{""constant_predicted_score"": 1, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,effector_lymphocyte,scGen,native,4,4,2,Mono;NK,1,False,,,,0.0845960888954118,0.0745336821451929,"{""constant_predicted_score"": 1, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,effector_lymphocyte,scPRAM,native,4,4,2,Mono;NK,2,True,0.2418451682033473,-0.0347316763210908,0.5184220127277857,0.1082082395424065,0.077443847519387,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,inflammatory_NFkB,CPA,native,4,4,3,B;Mono;NK,0,False,,,,0.0223755153458105,0.0058907404688494,"{""constant_predicted_score"": 3}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,inflammatory_NFkB,CellFlow,native,4,4,3,B;Mono;NK,0,False,,,,0.0223755153458105,0.0058907404688494,"{""constant_predicted_score"": 3}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,inflammatory_NFkB,CellOT,native,4,4,3,B;Mono;NK,2,False,,,,0.0200011204623781,0.0058715068761317,"{""constant_predicted_score"": 1, ""estimable"": 2}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,inflammatory_NFkB,FP-ridge,diagnostic,4,4,3,B;Mono;NK,2,False,,,,0.0201870204485642,0.0057458033573141,"{""constant_predicted_score"": 1, ""estimable"": 2}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,inflammatory_NFkB,PRnet,native,4,4,3,B;Mono;NK,0,False,,,,0.0223755153458105,0.0058907404688494,"{""constant_predicted_score"": 3}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,inflammatory_NFkB,PerturbNet,native,4,4,3,B;Mono;NK,0,False,,,,0.0223755153458105,0.0058907404688494,"{""constant_predicted_score"": 3}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,inflammatory_NFkB,STATE,native,4,4,3,B;Mono;NK,0,False,,,,0.0223755153458105,0.0058907404688494,"{""constant_predicted_score"": 3}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,inflammatory_NFkB,cell-mean,floor,4,4,3,B;Mono;NK,0,False,,,,0.0223755153458105,0.0058907404688494,"{""constant_predicted_score"": 3}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,inflammatory_NFkB,linear-PCA,floor,4,4,3,B;Mono;NK,0,False,,,,0.0223755153458105,0.0058907404688494,"{""constant_predicted_score"": 3}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,inflammatory_NFkB,scFoundation,adapted,4,4,3,B;Mono;NK,1,False,,,,0.0207928594309164,0.0058770371457935,"{""constant_predicted_score"": 2, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,inflammatory_NFkB,scGPT,adapted,4,4,3,B;Mono;NK,3,True,0.2301801984275943,-0.01248809260861,0.5312638007856519,0.0204430868358258,0.0065762736749376,"{""estimable"": 3}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,inflammatory_NFkB,scGen,native,4,4,3,B;Mono;NK,1,False,,,,0.0226158142486308,0.0059995840062643,"{""constant_predicted_score"": 2, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,inflammatory_NFkB,scPRAM,native,4,4,3,B;Mono;NK,3,True,0.2117743538813348,-0.0129676796481918,0.607165201924508,0.0221544634292776,0.0063244017031272,"{""estimable"": 3}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,type_I_IFN,CPA,native,4,4,4,B;Mono;NK;T_cells,2,False,,,,0.0471426834456389,0.0323177222507708,"{""constant_predicted_score"": 2, ""estimable"": 2}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,type_I_IFN,CellFlow,native,4,4,4,B;Mono;NK;T_cells,4,True,0.6505738831144993,0.5086891305316468,0.7509448907586543,0.0371758781386376,0.0247927607913669,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,type_I_IFN,CellOT,native,4,4,4,B;Mono;NK;T_cells,4,True,0.6226014405926394,0.2702026671983638,0.7608767715179048,0.0562546784247128,0.0350925937821171,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,type_I_IFN,FP-ridge,diagnostic,4,4,4,B;Mono;NK;T_cells,4,True,0.8101788443860786,0.6498093184423543,0.8975857089264239,0.0250616110836235,0.0137592176258992,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,type_I_IFN,PRnet,native,4,4,4,B;Mono;NK;T_cells,4,True,0.5141632934007078,0.3766475431621977,0.6651443239640438,0.0653663025539747,0.0408871531346351,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,type_I_IFN,PerturbNet,native,4,4,4,B;Mono;NK;T_cells,4,True,0.5436957630295439,0.2657195873909381,0.7358474022897836,0.0382450204037357,0.0257463836073997,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,type_I_IFN,STATE,native,4,4,4,B;Mono;NK;T_cells,3,False,,,,0.051738700373637,0.0401844681397738,"{""constant_predicted_score"": 1, ""estimable"": 3}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,type_I_IFN,cell-mean,floor,4,4,4,B;Mono;NK;T_cells,0,False,,,,0.0449481287074991,0.0286405639773895,"{""constant_predicted_score"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,type_I_IFN,linear-PCA,floor,4,4,4,B;Mono;NK;T_cells,0,False,,,,0.0378709432262379,0.0199896903905447,"{""constant_predicted_score"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,type_I_IFN,scFoundation,adapted,4,4,4,B;Mono;NK;T_cells,4,True,0.5719289466478922,0.2063652352336395,0.8372528638730288,0.0326144670630933,0.01691223663926,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,type_I_IFN,scGPT,adapted,4,4,4,B;Mono;NK;T_cells,4,True,0.8298033050997224,0.6259323099802079,0.9316701183657564,0.0262780076464643,0.015047289311408,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,type_I_IFN,scGen,native,4,4,4,B;Mono;NK;T_cells,4,True,0.710381667690623,0.5401511403556016,0.8048641223780336,0.0430074353778989,0.0310362024665981,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,all_measured_original_members,rank_top5_mean_profile,type_I_IFN,scPRAM,native,4,4,4,B;Mono;NK;T_cells,4,True,0.5310206948738105,0.2738671216631585,0.691269889136691,0.0561520664355039,0.0336684095580678,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_lymphocyte,CPA,native,4,4,4,B;Mono;NK;T_cells,4,True,0.0649490684346998,-0.049411686270331,0.2293619966285847,0.4856667298156293,0.4799482672142734,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_lymphocyte,CellFlow,native,4,4,4,B;Mono;NK;T_cells,4,True,0.2684526602809267,0.0787475742256654,0.4072820451534151,0.4767053580764931,0.4704976574653828,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_lymphocyte,CellOT,native,4,4,4,B;Mono;NK;T_cells,4,True,0.2663859677341942,-0.0202451381486507,0.6092939871717277,0.2711782011865173,0.2348477027026416,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_lymphocyte,FP-ridge,diagnostic,4,4,4,B;Mono;NK;T_cells,4,True,0.1554461090675695,-0.1813608828516802,0.4661223112896805,0.1183986386226036,0.0760752440650503,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_lymphocyte,PRnet,native,4,4,4,B;Mono;NK;T_cells,4,True,0.4082978578150109,0.2338827256670269,0.7085884256611557,0.7548099365172006,0.749922354375012,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_lymphocyte,PerturbNet,native,4,4,4,B;Mono;NK;T_cells,4,True,0.1713363784388349,-0.3263444767997216,0.5185771534097606,0.3451946753882436,0.3048374883151767,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_lymphocyte,STATE,native,4,4,4,B;Mono;NK;T_cells,4,True,-0.0672342986438984,-0.3098934754548607,0.1262945744689346,0.790155816278985,0.7848852031990315,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_lymphocyte,cell-mean,floor,4,4,4,B;Mono;NK;T_cells,0,False,,,,0.872776253283751,0.8680244477262137,"{""numerically_constant_predicted_profile"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_lymphocyte,linear-PCA,floor,4,4,4,B;Mono;NK;T_cells,0,False,,,,0.0898317882049324,0.0656952167473571,"{""numerically_constant_predicted_profile"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_lymphocyte,scFoundation,adapted,4,4,4,B;Mono;NK;T_cells,4,True,0.2535439770169783,-0.3149705995775953,0.7373638328750171,0.0799997214656924,0.0481475208874217,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_lymphocyte,scGPT,adapted,4,4,4,B;Mono;NK;T_cells,4,True,0.3400187541999025,0.0094927020368594,0.6746454143933422,0.0799408067235042,0.054650516850165,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_lymphocyte,scGen,native,4,4,4,B;Mono;NK;T_cells,4,True,0.0767720004169041,-0.0921314360691602,0.3603404485460223,0.3188516771993018,0.3017766890358758,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,effector_lymphocyte,scPRAM,native,4,4,4,B;Mono;NK;T_cells,4,True,0.2276713949875083,0.0159531244637866,0.503560146503428,0.3866241200812057,0.3165346166950142,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,inflammatory_NFkB,CPA,native,4,4,4,B;Mono;NK;T_cells,4,True,0.0517424691765009,-0.0155918328440053,0.1364569578000201,0.1580825499799779,0.1301717015474596,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,inflammatory_NFkB,CellFlow,native,4,4,4,B;Mono;NK;T_cells,4,True,0.3183199773862861,-0.1633609956139049,0.5266605763096877,0.1683379224630792,0.1422354173595708,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,inflammatory_NFkB,CellOT,native,4,4,4,B;Mono;NK;T_cells,4,True,0.5171373204761258,0.1432201231316567,0.7201270825639928,0.1645085327818433,0.1381132743718465,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,inflammatory_NFkB,FP-ridge,diagnostic,4,4,4,B;Mono;NK;T_cells,4,True,0.5318111499902106,0.1437945392151088,0.6753672405219991,0.0985787437906244,0.0647574469556866,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,inflammatory_NFkB,PRnet,native,4,4,4,B;Mono;NK;T_cells,4,True,0.4127091144018662,0.104334229039172,0.5427459916102898,0.3028402853029416,0.2822103702124816,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,inflammatory_NFkB,PerturbNet,native,4,4,4,B;Mono;NK;T_cells,4,True,0.3354926253737451,-0.0482373178327136,0.6702898465262933,0.1244864722355938,0.0920739043523963,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,inflammatory_NFkB,STATE,native,4,4,4,B;Mono;NK;T_cells,4,True,0.0829474410004708,-0.0520042757238203,0.356357929849704,0.2540326420409632,0.2248981648085101,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,inflammatory_NFkB,cell-mean,floor,4,4,4,B;Mono;NK;T_cells,0,False,,,,0.3620915365222582,0.3517972363200561,"{""numerically_constant_predicted_profile"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,inflammatory_NFkB,linear-PCA,floor,4,4,4,B;Mono;NK;T_cells,0,False,,,,0.1036442188476801,0.0652696375191912,"{""numerically_constant_predicted_profile"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,inflammatory_NFkB,scFoundation,adapted,4,4,4,B;Mono;NK;T_cells,4,True,0.4131053107076462,-0.0791996720380406,0.6201229744280891,0.093003911640502,0.0616993041131291,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,inflammatory_NFkB,scGPT,adapted,4,4,4,B;Mono;NK;T_cells,4,True,0.55056289355539,0.3121421012776216,0.6958914867097175,0.095893786310893,0.0672420787001589,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,inflammatory_NFkB,scGen,native,4,4,4,B;Mono;NK;T_cells,4,True,0.615640973752521,0.3870456101601573,0.7736752698579376,0.1281192818758081,0.1032096626494487,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,inflammatory_NFkB,scPRAM,native,4,4,4,B;Mono;NK;T_cells,4,True,0.344281989319139,0.1256855112050518,0.5974772828937674,0.2101652952619553,0.1708523755806489,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,type_I_IFN,CPA,native,4,4,4,B;Mono;NK;T_cells,4,True,0.15296643182305,0.0627101171667267,0.2291600358482324,0.2925964487768822,0.2371386233104311,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,type_I_IFN,CellFlow,native,4,4,4,B;Mono;NK;T_cells,4,True,0.7841594394406926,0.6591382360065406,0.8738307818003919,0.2537743009140216,0.2184220772517889,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,type_I_IFN,CellOT,native,4,4,4,B;Mono;NK;T_cells,4,True,0.850597372215157,0.6940034199842632,0.9190996291362568,0.1914248010863039,0.1491571410402883,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,type_I_IFN,FP-ridge,diagnostic,4,4,4,B;Mono;NK;T_cells,4,True,0.8804541714714915,0.7680403041733426,0.9329094735448644,0.1393285775283275,0.1085663530121471,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,type_I_IFN,PRnet,native,4,4,4,B;Mono;NK;T_cells,4,True,0.8025546066341884,0.6961373585902915,0.8685087382073851,0.2705640480159419,0.2353674596818257,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,type_I_IFN,PerturbNet,native,4,4,4,B;Mono;NK;T_cells,4,True,0.8128202702143486,0.5399714642847206,0.9326236015361284,0.1561217349233929,0.1194270314926011,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,type_I_IFN,STATE,native,4,4,4,B;Mono;NK;T_cells,4,True,0.2166570165279853,0.0990432238822923,0.3744447986233397,0.3063483986412731,0.2499397521739508,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,type_I_IFN,cell-mean,floor,4,4,4,B;Mono;NK;T_cells,0,False,,,,0.2817383767489969,0.2312877303218993,"{""numerically_constant_predicted_profile"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,type_I_IFN,linear-PCA,floor,4,4,4,B;Mono;NK;T_cells,0,False,,,,0.2542322784375742,0.2001097889585289,"{""numerically_constant_predicted_profile"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,type_I_IFN,scFoundation,adapted,4,4,4,B;Mono;NK;T_cells,4,True,0.6758633947845428,0.1614240301719748,0.9246715870111591,0.1860955963950921,0.1471243233904257,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,type_I_IFN,scGPT,adapted,4,4,4,B;Mono;NK;T_cells,4,True,0.9060681791532624,0.810883926026042,0.9414677443974389,0.1356649738447032,0.1077634297209798,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,type_I_IFN,scGen,native,4,4,4,B;Mono;NK;T_cells,4,True,0.881554723006942,0.7648492301704367,0.9282318290502312,0.1510595727310727,0.122702058222465,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,mean_expression_delta,type_I_IFN,scPRAM,native,4,4,4,B;Mono;NK;T_cells,4,True,0.7273972753360279,0.5924014883865587,0.8041729820907708,0.2405266912238976,0.1986067567582918,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,CPA,native,4,4,2,Mono;NK,1,False,,,,0.1975558199603454,0.1913843314958423,"{""constant_predicted_score"": 1, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,CellFlow,native,4,4,2,Mono;NK,1,False,,,,0.1472438248772493,0.1411570587685695,"{""constant_predicted_score"": 1, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,CellOT,native,4,4,2,Mono;NK,1,False,,,,0.0656525206729886,0.048913552275063,"{""constant_predicted_score"": 1, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,FP-ridge,diagnostic,4,4,2,Mono;NK,1,False,,,,0.0382494265362679,0.0177414743529851,"{""constant_predicted_score"": 1, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,PRnet,native,4,4,2,Mono;NK,1,False,,,,0.3702769846116484,0.3645819863589647,"{""constant_predicted_score"": 1, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,PerturbNet,native,4,4,2,Mono;NK,1,False,,,,0.1001736416972727,0.0836408250023357,"{""constant_predicted_score"": 1, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,STATE,native,4,4,2,Mono;NK,0,False,,,,0.353620440597056,0.3487284873399981,"{""constant_predicted_score"": 2}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,cell-mean,floor,4,4,2,Mono;NK,0,False,,,,0.353620440597056,0.3487284873399981,"{""constant_predicted_score"": 2}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,linear-PCA,floor,4,4,2,Mono;NK,0,False,,,,0.0389558462246856,0.0175856301971409,"{""constant_predicted_score"": 2}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,scFoundation,adapted,4,4,2,Mono;NK,1,False,,,,0.0353264791871064,0.0170077081192189,"{""constant_predicted_score"": 1, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,scGPT,adapted,4,4,2,Mono;NK,1,False,,,,0.0334134168629005,0.019150565262076,"{""constant_predicted_score"": 1, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,scGen,native,4,4,2,Mono;NK,1,False,,,,0.0845960888954118,0.0745336821451929,"{""constant_predicted_score"": 1, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,effector_lymphocyte,scPRAM,native,4,4,2,Mono;NK,2,True,0.2418451682033473,-0.0347316763210908,0.5184220127277857,0.1082082395424065,0.077443847519387,"{""estimable"": 2}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,CPA,native,4,4,3,B;Mono;NK,0,False,,,,0.0223755153458105,0.0058907404688494,"{""constant_predicted_score"": 3}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,CellFlow,native,4,4,3,B;Mono;NK,0,False,,,,0.0223755153458105,0.0058907404688494,"{""constant_predicted_score"": 3}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,CellOT,native,4,4,3,B;Mono;NK,2,False,,,,0.0200011204623781,0.0058715068761317,"{""constant_predicted_score"": 1, ""estimable"": 2}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,FP-ridge,diagnostic,4,4,3,B;Mono;NK,2,False,,,,0.0201870204485642,0.0057458033573141,"{""constant_predicted_score"": 1, ""estimable"": 2}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,PRnet,native,4,4,3,B;Mono;NK,0,False,,,,0.0223755153458105,0.0058907404688494,"{""constant_predicted_score"": 3}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,PerturbNet,native,4,4,3,B;Mono;NK,0,False,,,,0.0223755153458105,0.0058907404688494,"{""constant_predicted_score"": 3}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,STATE,native,4,4,3,B;Mono;NK,0,False,,,,0.0223755153458105,0.0058907404688494,"{""constant_predicted_score"": 3}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,cell-mean,floor,4,4,3,B;Mono;NK,0,False,,,,0.0223755153458105,0.0058907404688494,"{""constant_predicted_score"": 3}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,linear-PCA,floor,4,4,3,B;Mono;NK,0,False,,,,0.0223755153458105,0.0058907404688494,"{""constant_predicted_score"": 3}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,scFoundation,adapted,4,4,3,B;Mono;NK,1,False,,,,0.0207928594309164,0.0058770371457935,"{""constant_predicted_score"": 2, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,scGPT,adapted,4,4,3,B;Mono;NK,3,True,0.2301801984275943,-0.01248809260861,0.5312638007856519,0.0204430868358258,0.0065762736749376,"{""estimable"": 3}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,scGen,native,4,4,3,B;Mono;NK,1,False,,,,0.0226158142486308,0.0059995840062643,"{""constant_predicted_score"": 2, ""estimable"": 1}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,inflammatory_NFkB,scPRAM,native,4,4,3,B;Mono;NK,3,True,0.2117743538813348,-0.0129676796481918,0.607165201924508,0.0221544634292776,0.0063244017031272,"{""estimable"": 3}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,type_I_IFN,CPA,native,4,4,4,B;Mono;NK;T_cells,2,False,,,,0.0471426834456389,0.0323177222507708,"{""constant_predicted_score"": 2, ""estimable"": 2}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,type_I_IFN,CellFlow,native,4,4,4,B;Mono;NK;T_cells,4,True,0.6505738831144993,0.5086891305316468,0.7509448907586543,0.0371758781386376,0.0247927607913669,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,type_I_IFN,CellOT,native,4,4,4,B;Mono;NK;T_cells,4,True,0.6226014405926394,0.2702026671983638,0.7608767715179048,0.0562546784247128,0.0350925937821171,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,type_I_IFN,FP-ridge,diagnostic,4,4,4,B;Mono;NK;T_cells,4,True,0.8101788443860786,0.6498093184423543,0.8975857089264239,0.0250616110836235,0.0137592176258992,"{""estimable"": 4}",common observed-defined units; identical for every candidate
T5c,shared_supported_strata,benchmark_mask,rank_top5_mean_profile,type_I_IFN,PRnet,native,4,4,4,B;Mono;NK;T_cells,4,True,0.5141632934007078,0.3766475431621977,0.6651443239640438,0.0653663025539747,0.0408871531346351,"{""estimable"": 4}",common observed-defined units; identical for every candidate
